                   # Time              Temperature                       h1                      he4                      c12                      n13                      n14                      o16                      f18                     ne20                     ne21                     na22                     na23                     mg24                     al27                     si28                      p31                      s32                     ar36                     ca40                     ti44                     cr48                     fe52                     ni56
     6.57933224657568e-07               2000000000     0.000215613207006039        0.984546037608021     6.44867335656798e-06     1.38711614117368e-09     0.000463213589933367     1.82432323525173e-06     1.78443453407207e-05     5.53180004863537e-08      0.00452787922983426       0.0102210763624809     8.31509702132285e-11      5.2987762399176e-09     3.61183044901898e-10     2.09816864101266e-10     1.73900924049356e-12     1.00851157943001e-12     7.20246134546333e-16      2.5922459660983e-19     1.00624885848792e-24     3.55439249515676e-30     1.00000425139198e-30     1.00000048908547e-30
     7.74263682681128e-07               2000000000     0.000185293552736907        0.984432051908705     7.46296789232535e-06     1.37971067532639e-09      0.00026929035801649     2.28880020892134e-06     1.03738657898272e-05     8.38034295815135e-08      0.00389116609456818       0.0112019762642706     1.46719675504403e-10     9.61075012104331e-09     7.77444612611966e-10     4.62601729159304e-10     4.47238849796525e-12     2.68032335004949e-12     2.29644450241146e-15      9.8829635449845e-19      4.5757627202746e-24     1.48270089267269e-29     1.00000950035426e-30     1.00000057546714e-30
     9.11162756115489e-07               2000000000     0.000156547766616498        0.984356587222083     8.66166355524833e-06     1.35298819666899e-09     0.000142245222904602      2.8206420129538e-06     5.47973847176323e-06     1.24214957477102e-07      0.00328750376224366       0.0120400084882862     2.57357082780298e-10      1.7009915711133e-08     1.64524029238296e-09     9.95053071018553e-10     1.13512678945822e-11     6.95545143374585e-12     7.15623785456632e-15     3.68597653590194e-18     2.03731759594941e-23       7.434689290266e-29     1.00003943664186e-30     1.00000067711746e-30
     1.07226722201032e-06               2000000000     0.000130509126085495        0.984310923281485     1.00843325643233e-05     1.31325490070144e-09     6.71225703014232e-05      3.4201068527362e-06     2.58580848259814e-06     1.80219697588575e-07      0.00274069068245503       0.0127344471943645     4.47476567176463e-10     2.93646969895935e-08     3.41866054255723e-09     2.08759774300446e-09     2.83847428296218e-11     1.76178351114777e-11     2.17846495408678e-14     1.34395563974461e-17     8.87431349497101e-23     3.81909205203155e-28     1.00022025473777e-30       1.000000796747e-30
     1.26185688306602e-06               2000000000     0.000107831522796503        0.984285617006376     1.17769439606879e-05     1.26719838071213e-09     2.77356498627867e-05     4.08763099126789e-06     1.06851062308375e-06     2.56086128057549e-07      0.00226445786065395       0.0132971059768642     7.68594677114746e-10     4.94276938547001e-08     6.96350305410971e-09     4.27136146610517e-09     6.97752451258015e-11     4.35516304817386e-11     6.47621192759056e-14     4.78833922464706e-17     3.77942439021536e-22      1.9361524291623e-27      1.0013056871388e-30     1.00000093759914e-30
     1.48496826225446e-06               2000000000     8.87059174890502e-05        0.984272319334698     1.37921363937718e-05     1.22081551217105e-09     9.80255579680948e-06     4.82481375688901e-06     3.77668199666229e-07     3.56612980410027e-07      0.00186281414490281       0.0137469005231929     1.29941460016122e-09     8.10974106230233e-08     1.38781199433017e-08     8.52337408342825e-09     1.68194961351673e-10      1.0507091533161e-10     1.87995947127652e-13     1.66670296239812e-16     1.57324010258762e-21     9.61469113841101e-27     1.00769793598543e-30     1.00000110386322e-30
     1.74752840000768e-06               2000000000     7.29485193766433e-05         0.98426489643285     1.61898230037361e-05     1.17847860895866e-09      2.8834422784431e-06     5.63513615790754e-06     1.11113418690937e-07     4.87002355540623e-07      0.00153189756392615       0.0141047737184455     2.15552492001327e-09     1.29668259741997e-07     2.70127615157851e-08     1.65886162909161e-08     3.96602161953118e-10     2.47411054070437e-10     5.32875521471568e-13     5.66702233807898e-16     6.39957434985493e-21     4.66903027730949e-26     1.04452749399377e-30      1.0000013029985e-30
     2.05651230834865e-06               2000000000     6.01389723430509e-05        0.984259602646749     1.90384086411792e-05     1.14247513122803e-09     6.83413374859795e-07     6.52405267961951e-06     2.63522362066479e-08     6.52663108862679e-07       0.0012628765708906       0.0143901660202368     3.50111657850335e-09     2.02009105033442e-07     5.12726508924325e-08     3.14912817900045e-08      9.1295013477889e-10     5.68683628851795e-10     1.47503226720469e-12     1.88237678470011e-15     2.54391529998565e-20     2.21656802250257e-25     1.25202000898082e-30     1.00000156056152e-30
     2.42012826479438e-06               2000000000     4.97691597608419e-05        0.984254539779155     2.24167287736609e-05     1.11324287618817e-09     1.25702214646987e-07      7.4983310521914e-06     4.86004896777311e-09     8.58922793283741e-07      0.00104507395046777       0.0146192428654937     5.56353938250893e-09     3.06581534593632e-07     9.48024820436941e-08     5.83106979801094e-08     2.04866919716489e-09     1.27607958764343e-09     3.98784333490627e-12      6.1093221480176e-15     9.88441466324448e-20     1.02898578042947e-24     2.39559007138959e-30     1.00000201557295e-30
      2.8480358684358e-06               2000000000     4.13552940605718e-05        0.984248879306954     2.64165602206597e-05     1.09009428790881e-09      1.7226666273481e-08     8.56487556782682e-06     6.75870977347917e-10     1.11062099809279e-06     0.000868319280415317       0.0148045900001676     8.65068762814566e-09     4.53188699668672e-07      1.7064518169892e-07     1.05300876728428e-07     4.47771986502004e-09     2.79526925122559e-09     1.05298619527575e-11     1.93721030435837e-14     3.75325266636015e-19     4.66923044783614e-24     8.55607756680021e-30     1.00000352240174e-30
     3.35160265093884e-06               2000000000     3.44915999843639e-05        0.984242250490082     3.11454710854123e-05     1.07192735609622e-09     1.67164868282356e-09     9.72940116760317e-06     7.29223522594087e-11     1.41156764986488e-06     0.000724074353717131       0.0149557289134353     1.31695321238372e-08     6.52339702644335e-07     2.98926262681991e-07     1.85418107256628e-07     9.52876486445631e-09     5.97679624082372e-09     2.71543516611581e-11     6.00118509565128e-14     1.39256307411106e-18     2.07041599719134e-23      4.0976198411079e-29     1.00001136065323e-30
     3.94420605943766e-06               2000000000     2.88598215588517e-05        0.984234410183197     3.67298849905364e-05     1.05772205951466e-09     1.08971093363616e-10     1.09951977787416e-05     1.01618686740771e-11     1.76390132363687e-06     0.000605630378930495        0.015079815609841     1.96419714471353e-08     9.14162344038934e-07     5.09497917562823e-07     3.18262405267429e-07     1.97400638233232e-08     1.24722555511784e-08     6.83858598368638e-11     1.81630875025164e-13     5.04916445367269e-18     8.97269681600936e-23     2.07718617383799e-28      1.0000575937761e-30
     4.64158883361277e-06               2000000000     2.42156964692615e-05        0.984225113501764     4.33183616934343e-05     1.04671705376858e-09     4.53554496824331e-12     1.23620834555109e-05     4.36857327238807e-12     2.16742596036283e-06     0.000507821066694458       0.0151822826795677     2.87134423185571e-08     1.24690383587756e-06     8.44801173641651e-07     5.32339197142927e-07      3.9806671777421e-08     2.53957448457043e-08     1.68171709993654e-10     5.37060459435804e-13     1.78913693339595e-17       3.800970804711e-22     1.04599718548317e-27     1.00033275015791e-30
     5.46227721768434e-06               2000000000     2.03715529786697e-05        0.984214073544823     5.10852094281907e-05     1.03844183227694e-09     1.17156269380526e-13     1.38255283636115e-05     2.96735863152837e-12      2.6190601302295e-06      0.00042665409372684       0.0152673147551419     4.11490719226778e-08     1.65522100170206e-06     1.36247074112156e-06     8.67394978285442e-07     7.81287849747722e-08     5.04439901260965e-08     4.03761928317161e-10     1.55130627822002e-12     6.19551168518824e-17     1.57395044182354e-21     5.16582995158473e-27     1.00194381259189e-30
     6.42807311728432e-06               2000000000      1.7181915168067e-05        0.984200946004079     6.02344592624029e-05     1.03272063106598e-09     1.89130773563719e-15     1.53760906385825e-05     2.10200775589584e-12     3.11256225543974e-06     0.000359005919786116       0.0153381842719376     5.78108622515488e-08     2.13864347254921e-06     2.13697770950272e-06     1.37641197778745e-06     1.49227179265097e-07     9.77202394757319e-08     9.46230550622727e-10     4.37673783590136e-12     2.09641859141497e-16     6.37068827101338e-21     2.49577747260995e-26     1.01117739235508e-30
     7.56463327554629e-06               2000000000     1.45330517067689e-05        0.984185317291433     7.10041132293138e-05      1.0297004566903e-09     2.55596671510735e-17     1.69994930426778e-05     1.49709816923102e-12     3.63870101502717e-06     0.000302400058779881       0.0153974856508769     7.96087669757701e-08     2.69072082727079e-06      3.2594659939974e-06     2.12672752017345e-06     2.77322961247981e-07     1.84586458842831e-07     2.16413073656795e-09     1.20590667138032e-11     6.93095105765581e-16     2.52023801893568e-20     1.17893627420126e-25     1.06292802032605e-30
     8.90215085445037e-06               2000000000      1.2335462863451e-05        0.984166691416587     8.36703953147765e-05     1.02991921503031e-09      4.2455676451536e-18      1.8677889641892e-05     1.07062381535054e-12     4.18601303457379e-06     0.000254848133261126       0.0154473019543226     1.07418849139021e-07     3.29934855157005e-06      4.8349954178095e-06     3.19978808831033e-06     5.01344570829156e-07     3.39946377046067e-07     4.82968406838594e-09     3.24432410735089e-11     2.23854620825748e-15     9.74339461625049e-20     5.44396329186809e-25     1.34648196663662e-30
     1.04761575278966e-05               2000000000     1.05185468806982e-05        0.984144474367567     9.85514491391503e-05     1.03442720042318e-09     2.92178088998328e-18       2.039307655223e-05     7.69087388948214e-13     4.74224899530336e-06     0.000214738068077185       0.0154893220229791     1.41963536789904e-07     3.94858969999844e-06     6.97673676080052e-06      4.6894076152897e-06     8.81459491267427e-07     6.10426338559404e-07      1.0515954982034e-08     8.52078928785221e-11     7.06053528883576e-15     3.67925092429212e-19     2.45553633355873e-24     2.86345096330062e-30
     1.23284673944207e-05               2000000000     9.02604044522793e-06        0.984117954804503     0.000116009588576438     1.04491311363985e-09     2.09372924197349e-18     2.21325278763115e-05     5.55376712591919e-13     5.29661948206161e-06     0.000180740035086623       0.0155249390101827     1.83668736306434e-07     4.62197215608897e-06     9.79714942813531e-06     6.69904232435543e-06     1.50689456955178e-06     1.06903982585295e-06     2.23428115664347e-08     2.18505778046249e-10     2.17544966525589e-14     1.35776996003482e-18     1.08280548815128e-23     1.08010302170297e-29
     1.45082877849594e-05               2000000000     7.81352314694448e-06         0.98408627874048     0.000136450423729516     1.06394767576981e-09     1.51221174002421e-18     2.38990583755045e-05     4.03618801709884e-13     5.84289438246507e-06     0.000151756924050565       0.0155553022695489     2.32512107159736e-07     5.30713452758351e-06     1.33973885304786e-05     9.34014337940998e-06     2.50405596701723e-06     1.82698766546246e-06     4.63325394761903e-08     5.47153129518649e-10     6.54776708693269e-14     4.89635339872686e-18     4.66728703283749e-23     5.14027110244774e-29
     1.70735264747069e-05               2000000000     6.84589168768926e-06        0.984048414415463     0.000160316065007134     1.09525921820317e-09     1.10182490791227e-18     2.57250400026895e-05     2.95620916499033e-13     6.38355967830094e-06     0.000126874889518714       0.0155813691629999     2.87941798173011e-07     6.00151339521177e-06     1.78571140830264e-05     1.27352922140198e-05     4.04304258230652e-06     3.04981595359937e-06     9.38216318281698e-08     1.33823723946822e-09     1.92542376369727e-13     1.72549844194903e-17     1.96641018862318e-22      2.5441139786961e-28
     2.00923300256505e-05               2000000000     6.09575119802003e-06        0.984003100601737     0.000188068017045076     1.14410415336785e-09     8.10904787082288e-19     2.76911968521823e-05     2.18517047933252e-13     6.93512172312282e-06     0.000105332340148634       0.0156039375481485     3.48968517841921e-07     6.71898875555108e-06     2.32293896463236e-05     1.70325419679088e-05     6.33928844780602e-06     4.98023316434626e-06     1.85669217398162e-07     3.19855397865426e-09     5.53332412526295e-13     5.94345084787715e-17     8.09906737147418e-22     1.24674068376416e-27
     2.36448941264541e-05               2000000000     5.54251713991352e-06        0.983948766865047     0.000220152425293369     1.21778397162794e-09     6.03292475254041e-19     2.99496515544189e-05     1.63154831690617e-13     7.53451226301299e-06     8.65001541611529e-05        0.015623666504965     4.14535003756009e-07     7.49762974068384e-06     2.95479542061724e-05     2.24402925395678e-05     9.64608152661034e-06     7.97265160684773e-06     3.59528619858277e-07     7.47683048605047e-09     1.55489973533032e-12     2.00167501943386e-16     3.26161821559888e-21     5.98913296016897e-27
     2.78255940220713e-05               2000000000     5.17243481938541e-06        0.983883406542223     0.000256935530695449     1.32641263994552e-09     4.53484691395068e-19     3.27506465333414e-05     1.22990684732403e-13     8.24638925664087e-06     6.98727718891106e-05       0.0156410856673943     4.84150337418601e-07     8.40915360224519e-06     3.68564649418246e-05     2.92952287901567e-05     1.42338895521772e-05     1.25502509991975e-05     6.82434563180702e-07     1.71135904244216e-08     4.27596727062938e-12     6.59528506793729e-16     1.28483420477186e-20     2.81548574282311e-26
     3.27454916287773e-05               2000000000      4.9797215755186e-06        0.983804370602408     0.000298588667854129     1.48409500795441e-09     3.43366038869378e-19     3.64736116120648e-05     9.33235486793515e-14     9.17135408466254e-06     5.50692159075901e-05       0.0156565941546493     5.58525234096913e-07     9.57189294161039e-06     4.52681454378733e-05     3.81797733749408e-05     2.03549235474699e-05     1.95065593872217e-05     1.27293621556532e-06     3.84200581832139e-08      1.1521396259902e-11     2.12786199963305e-15     4.95409854659519e-20     1.29534880617436e-25
     3.85352859371053e-05               2000000000     4.96891064673346e-06        0.983708029367042     0.000344887707929441     1.71061407325762e-09     2.59983880224776e-19     4.16658251805322e-05     7.07601340336829e-14     1.04559314875089e-05     4.18434348938554e-05       0.0156704497347865     6.39730334854078e-07     1.11712376907413e-05     5.50564041979355e-05     5.01130790314323e-05     2.81962753664798e-05     3.00946033540373e-05     2.34121509134822e-06     8.48018028305997e-08     3.04720081835617e-11     6.73216236723378e-15     1.87201987477417e-19     5.83802353033567e-25
     4.53487850812858e-05               2000000000     5.15832253856878e-06        0.983589217074497     0.000394873721116742     2.03336764002263e-09     1.94115378992396e-19     4.90914760219221e-05     5.28658359868693e-14     1.23055215830913e-05     3.01108447967209e-05       0.0156827410196721     7.30437504880745e-07     1.34938562823216e-05     6.67566034384305e-05     6.68536629862513e-05     3.78325318379573e-05     4.63840706821229e-05     4.26417415148415e-06     1.84570181817396e-07     7.92674667181937e-11     2.09140242126142e-14     6.93780212028424e-19     2.57835760423258e-24
      5.3366992312063e-05               2000000000     5.58228700408956e-06        0.983440322248467      0.00044630580748482     2.48736563571434e-09     1.39364595260346e-19     5.97749699271762e-05     3.79463575675374e-14     1.49983145188305e-05     1.99686154178911e-05       0.0156933662123729     8.32383645077673e-07     1.69804985161233e-05     8.12280128823955e-05      9.1372728704111e-05     4.91956476746705e-05     7.19390615979317e-05     7.73279035032047e-06     3.97730514484893e-07     2.03455013303683e-10     6.39630749195409e-14     2.52740285287827e-18     1.11809603748311e-23
     6.28029144183425e-05               2000000000     6.28860787280941e-06        0.983249877459251     0.000494906118486364     3.10763814664137e-09      9.2143707657687e-20      7.4939515834084e-05     2.50585736634374e-14     1.88773813952514e-05     1.17029572007781e-05        0.015702025473378     9.44297272078105e-07     2.22788384413449e-05     9.95509858090647e-05     0.000128521879520623     6.21064321156249e-05     0.000113075040102061     1.40486666326299e-05     8.52721598404254e-07     5.17234029248314e-10     1.93177051622059e-13     9.07270827361567e-18     4.77023623273336e-23
     7.39072203352578e-05               2000000000     7.31968127817381e-06        0.983000686574903     0.000533697290773414     3.90136174859378e-09     5.22764874128402e-20     9.55508890550388e-05     1.41833260505066e-14     2.42476595915912e-05     5.68910754363609e-06       0.0157083256968416     1.05963155166174e-06     3.01921075243569e-05     0.000122518800282882     0.000185661222392416     7.64232837906812e-05     0.000181062102310802     2.57316055739882e-05     1.82913611521357e-06     1.30851703771898e-09     5.78364854513155e-13     3.21984561198765e-17     2.00801814035573e-22
     8.69749002617783e-05               2000000000     8.66070022346025e-06          0.9826684026417     0.000553560412047597     4.78903881067689e-09     2.28847580631147e-20     0.000120955866804717     6.18735736466981e-15     3.10314409108251e-05      2.0966347639706e-06       0.0157120892397634     1.16421141093355e-06     4.12210452462418e-05     0.000149415175489136     0.000272020953248578     9.22781831188009e-05      0.00029540520695778     4.77424901391052e-05     3.94769595668925e-06      3.3114493216864e-09      1.7244732633415e-12     1.13417621980948e-16     8.36831645845367e-22
     0.000102353102189902               2000000000     1.01559529287714e-05        0.982223389383248     0.000547068991254693     5.55172654258912e-09     6.74394851196199e-21     0.000146688486532497     1.81560726788344e-15     3.81469979561742e-05     5.24367529948969e-07       0.0157137363768711     1.23580887618223e-06     5.43328355466793e-05     0.000176290822150222     0.000393460357799422     0.000110000076741602     0.000486593461561123     8.97552169909927e-05     8.60688202240831e-06     8.42511601688733e-09     5.14586687654765e-12     3.98314329284619e-16      3.4664065071579e-21
     0.000120450354025878               2000000000     1.14725704753728e-05        0.981639402955978     0.000515747702966122     5.91478909550208e-09     1.17419867192083e-21     0.000164292035220228     3.14803547304641e-16     4.33095568578896e-05     8.04305751848799e-08       0.0157142014536827     1.25214523278685e-06     6.57454616898948e-05     0.000195763541789532      0.00053935248880581     0.000129091836394566     0.000791740868993755     0.000169571072315733     1.89483330156373e-05     2.16157822915767e-08     1.54339657463936e-11     1.40104776258546e-15     1.43348561028136e-20
      0.00014174741629268               2000000000     1.22496810489266e-05        0.980905467874282     0.000473744338844803     5.80404190740207e-09     1.16622456618719e-22     0.000167431942136056     3.12026688828749e-17     4.45707009308782e-05     7.46261338829025e-09       0.0157142778963097     1.21112932043053e-06      7.0755578250384e-05     0.000201462970279786     0.000671639182589221     0.000146801208745623      0.00123261342728725       0.0003159196719932     4.17852504044101e-05     5.58343046410824e-08     4.66127273519837e-11     4.95304122552732e-15     5.94268523064694e-20
     0.000166810053720006               2000000000     1.23830131934565e-05        0.980025563867824     0.000439569049440905     5.44726392790285e-09     1.16483615497445e-23     0.000159265287893251     3.14820688342346e-18     4.25454988020422e-05     7.44294012945148e-10        0.015714284934549     1.14334100106883e-06     6.87355269065536e-05     0.000194773563172415      0.00074435776319772     0.000158715369214635      0.00178192824872902     0.000565777866671321     9.08063839810326e-05     1.43952545230794e-07      1.4130306136195e-10     1.76031853419461e-14     2.47531469271201e-19
     0.000196304065004027               2000000000     1.21149644925706e-05        0.978999680260918     0.000422951460312637     5.13150427869407e-09     5.94534689565741e-24     0.000149142102939356     1.62482819248273e-18     3.97853596219719e-05     3.92276944084883e-10       0.0157142853033288     1.09008596364099e-06     6.39485801740939e-05     0.000184382485689542     0.000748063100006857      0.00016240790106403      0.00235868673953306     0.000952463950053803     0.000190626764182997     3.64991959189792e-07     4.25915185370421e-10     6.25866697351994e-14     1.03435474629338e-18
     0.000231012970008316               2000000000     1.18004362137784e-05        0.977805334986655     0.000421084831678621     4.98032006429782e-09     5.78452448159392e-24     0.000143268266546114     1.58021556702622e-18     3.81180837447383e-05     3.91208615274169e-10        0.015714285304448      1.0691201910281e-06     6.05228489550883e-05     0.000177799570872108     0.000717722642036071     0.000160243585154638      0.00287695463689802      0.00149056683710614     0.000380326927535506     8.95291302077057e-07     1.25891375539582e-09     2.20321156116618e-13     4.30664138519992e-18
     0.000271858824273294               2000000000      1.1637617212383e-05         0.97639663813469     0.000424737292229201     4.95902203281071e-09     5.81972103351203e-24     0.000141897379567724     1.58755678141817e-18     3.76991968931206e-05     3.97950978285504e-10       0.0157142852973846     1.06975167335659e-06     5.94353790790915e-05     0.000176173147950833     0.000692466519029363     0.000157062658707567      0.00329898187269296      0.00217044600288094     0.000715362776903792     2.09801640672895e-06     3.59896751420844e-09     7.58069806057714e-13     1.76739154641058e-17
     0.000319926713779738               2000000000     1.16050363819172e-05        0.974716532787984     0.000426668170030863     4.97338269309809e-09      5.8506711049598e-24     0.000142258274565638     1.59323301527289e-18     3.77893099902471e-05     3.99805838628327e-10       0.0157142852954414      1.0734181006523e-06     5.95297723963121e-05       0.0001765884914339     0.000684331081046007     0.000155570866912368      0.00363557650049964       0.0029653187349973      0.00126818921051449     4.66782126638934e-06     9.85273029870362e-09     2.51980090362736e-12     7.06449130187601e-17
     0.000376493580679246               2000000000     1.15930504163746e-05        0.972708612294819     0.000425841964100835     4.96550713711972e-09     5.87443992851729e-24     0.000142160450317963     1.59640469402111e-18     3.77699734598778e-05     4.00189771102749e-10       0.0157142852950391     1.07184700535913e-06     5.95527471190059e-05      0.00017655135419066     0.000683646428400187     0.000155244039253892       0.0039057555414286      0.00383950222973309       0.0021285274609563     9.85424173538023e-06       2.570829865781e-08     8.02870626967999e-12     2.72371317009467e-16
     0.000443062145758388               2000000000     1.15538460202996e-05        0.970317081780414     0.000424322785231998     4.93922186817352e-09     5.90190919346199e-24     0.000141442636193955     1.59992829171603e-18     3.75792714455409e-05     4.01444560276282e-10       0.0157142852937246      1.0673567242386e-06       5.925665891545e-05      0.00017582939423331     0.000681335366963673     0.000154863607549105      0.00411127477732472      0.00474786030645999      0.00340238275972007     1.97948887048341e-05     6.39052671381596e-08      2.4438928180004e-11     1.00707616240182e-15
     0.000521400828799968               2000000000     1.14999892620256e-05        0.967479101998936     0.000422872778128631     4.90903867205697e-09     5.93651324484906e-24     0.000140576091395768     1.60460294831938e-18     3.73460026421942e-05     4.03319953576638e-10       0.0157142852917599     1.06245947661252e-06     5.88702526396951e-05     0.000174945114998201     0.000677148539075559     0.000154215857503198      0.00424922367517949      0.00563340705933389      0.00520729947519838     3.79883976101611e-05     1.51633457430247e-07     7.10414256486745e-11     3.56132814966676e-15
     0.000613590727341316               2000000000     1.14383282157011e-05        0.964122832599801     0.000421205994889872     4.87481674335657e-09      5.9779394834268e-24     0.000139602571504121     1.61019500815988e-18     3.70843959988935e-05     4.05495704274754e-10       0.0157142852894805     1.05689248528413e-06     5.84404840968367e-05     0.000173955776240625     0.000672316457311607     0.000153447691047721      0.00432617284835927      0.00643457878688377      0.00766330130217102     6.99306174707729e-05      3.4448619039753e-07     1.97527821110509e-10     1.20438094822732e-14
     0.000722080901838546               2000000000     1.13658622718103e-05        0.960169567487002     0.000419226151685394     4.83445382762307e-09     6.02722242713515e-24     0.000138454886097958     1.61681302816197e-18     3.67760828765212e-05     4.08078124400933e-10       0.0157142852867751     1.05030747704207e-06     5.79345674159464e-05     0.000172787888837711     0.000666681769011649     0.000152550929929726      0.00435416509440855      0.00709843726111406       0.0108820307789918     0.000123928005971673     7.51870701909895e-07     5.26860281915113e-10     3.90382625075664e-14
     0.000849753435908644               2000000000     1.12809306706881e-05        0.955533947459667     0.000416909838265793     4.78730194942191e-09     6.08581973742715e-24     0.000137113432743426     1.62465022945429e-18     3.64157339691819e-05     4.11148806542128e-10       0.0157142852835582     1.04260394094596e-06     5.73430676581555e-05     0.000171420493541403     0.000660080201439255     0.000151498288727087      0.00434570940058784      0.00759150770823505       0.0149577677823482     0.000212089884328822     1.58134007913037e-06     1.35166767296191e-09     1.21522857895681e-13
                    0.001               2000000000     1.11820153955134e-05        0.950123481757611     0.000414209912809553     4.73253848430746e-09     6.15531338031348e-24     0.000135555182260999     1.63389782539183e-18     3.59972302233732e-05     4.14784794619974e-10       0.0157142852797491     1.03363750924387e-06     5.66562067880714e-05      0.00016982903592307     0.000652406959826748     0.000150271093547356      0.00431179652075657      0.00790575272950049       0.0199628013361818     0.000351518765094922     3.21384475020267e-06     3.34438472236772e-09     3.64202370334319e-13
